para_1,para_2,para_3,para_4,para_5,para_6,result,Y_pred,Y_delta
0.061026,-3.8377230000000004,0.011322,0.06457,0.090147,0.06855599999999999,0.003311234,0.0022675541305045323,-0.0010436798694954679
0.157888,-0.982138,0.032457,0.079313,0.010018,0.088538,-0.028075215,-0.028422048386318677,-0.0003468333863186762
0.085939,-1.064209,0.032089,0.107975,0.089808,0.090839,0.00035946800000000005,-0.005828559457749259,-0.006188027457749259
0.14213900000000002,-2.4923130000000002,0.047342,0.053022,0.093559,0.08087000000000001,0.001022387,-0.003616846410953497,-0.0046392334109534965
0.071271,-0.8731040000000001,0.020596,0.014838999999999998,0.077689,0.02,0.06613475099999999,0.06732912796076432,0.0011943769607643262
